pregunta_id,universo_id,dimension,modulo,texto,opcion_a,puntuacion_a,opcion_b,puntuacion_b,opcion_c,puntuacion_c,opcion_d,puntuacion_d,opcion_e,puntuacion_e
80,3,comunicacion,1,El Profesor Oak te pide que expliques cómo capturaste a tu Pokémon más difícil. ¿Cómo lo cuentas?,Con todo el detalle — el contexto los pasos las emociones — me extiendo mucho,5,Lo cuento bien pero voy al grano,4,Digo lo básico y espero que pregunte si quiere saber más,2,Con dos palabras — lo capturé y ya,0,,
81,3,comunicacion,1,Hay un malentendido en el grupo sobre qué ruta tomar. ¿Qué haces?,Como Brock — escucho a todos y busco el consenso,5,Digo mi opinión claramente aunque no guste,4,Espero a ver qué deciden los demás,2,Me cuesta expresar lo que pienso y prefiero seguir al grupo,0,,
82,3,comunicacion,1,Conoces a un entrenador nuevo en la ruta. ¿Cómo arranca la conversación?,Me presento solo y propongo batalla al momento,5,Espero a que hable primero pero respondo con ganas,4,Contesto lo justo y veo si hay feeling,2,Prefiero seguir mi camino sin interactuar,0,,
83,3,aprendizaje,1,El Profesor Oak te explica la teoría detrás de los tipos Pokémon. ¿Cómo lo asimilas mejor?,Leyendo y estudiando por mi cuenta con calma,5,Escuchando la explicación y tomando notas,4,Probando en batalla directamente,2,Lanzándome sin teoría y aprendiendo sobre la marcha,0,,
84,3,aprendizaje,1,Tienes que aprender un movimiento nuevo con tu Pokémon. ¿Cómo lo enfocas?,Como Clemont — analizo investigo y entiendo el mecanismo antes de intentarlo,5,Leo las instrucciones y luego practico,4,Pruebo directamente y ajusto sobre la marcha,2,Repito hasta que sale sin pensar demasiado en el porqué,0,,
85,3,aprendizaje,1,Pierdes una batalla por un error táctico. ¿Qué haces después?,Analizo cada decisión para entender exactamente qué falló,5,Repaso lo más importante y corrijo lo obvio,4,Lo proceso mentalmente pero sin mucho análisis,2,Lo dejo atrás y confío en que la experiencia me hará mejor,0,,
86,3,sociabilidad,1,Llegas a un pueblo nuevo lleno de entrenadores. ¿Qué haces?,Me lanzo a conocer gente y proponer batallas al momento,5,Me acerco a algunos si me parecen interesantes,4,Espero a que alguien se acerque primero,2,Prefiero explorar solo y evitar el bullicio social,0,,
87,3,sociabilidad,1,Llevas semanas viajando con el mismo grupo. ¿Cómo te sientes?,Es lo mejor — me recarga y me da energía estar con ellos,5,Lo disfruto aunque a veces necesito mi espacio,4,Está bien pero prefiero los momentos a solas,2,Como Abra — necesito retirarme a menudo para recargar,0,,
88,3,sociabilidad,1,Un entrenador rival te desafía delante de todo el pueblo. ¿Cómo te afecta la presión social?,Me activa — cuanta más gente mirando mejor,5,Me pone nervioso pero lo gestiono,4,Preferiría que no hubiera público pero puedo con ello,2,La presión social me bloquea bastante,0,,
89,3,propiocepcion,1,Iris trepa árboles con una agilidad increíble y conoce cada músculo de su cuerpo. ¿Y tú?,Como Iris — tengo mucha conciencia de mi cuerpo y me muevo con soltura,5,Me desenvuelvo bien físicamente sin ser especial,4,A veces me choco o me descoloco sin saber muy bien por qué,2,Como Clemont — soy bastante torpe y mi cuerpo me da sorpresas,0,,
90,3,propiocepcion,1,Llevas horas caminando por la ruta. ¿Cuándo notas que necesitas parar?,Enseguida — soy muy consciente de mis señales corporales,5,Lo noto cuando llevo un rato cansado,4,A veces me paso y me doy cuenta tarde,2,Casi nunca lo noto hasta que me caigo rendido,0,,
91,3,propiocepcion,1,Durante una batalla intensa ¿cómo vives tu cuerpo?,Noto cada tensión cada movimiento estoy muy presente,5,Me activo pero no pierdo el control,4,Me desconecto un poco del cuerpo cuando me concentro,2,No soy consciente de mi cuerpo para nada cuando estoy en acción,0,,
92,3,funcion_ejecutiva,1,Mañana tienes un gimnasio difícil. ¿Cómo te preparas?,Como Clemont — analizo al líder preparo el equipo y tengo un plan claro,5,Pienso en el tipo y elijo mis mejores Pokémon,4,Lo pienso un poco pero confío en improvisar,2,Entro directo sin plan y ya veremos,0,,
93,3,funcion_ejecutiva,1,Tienes que organizarte para cruzar una ruta larga con varios objetivos. ¿Qué haces?,Hago una lista mental o física con todo lo que necesito,5,Pienso en lo más importante y voy cubriendo el resto,4,Salgo y voy resolviendo según aparece,2,Me cuesta arrancar le doy vueltas pero no acabo de organizarme,0,,
94,3,funcion_ejecutiva,1,A mitad de ruta el plan cambia completamente. ¿Cómo reaccionas?,Me adapto rápido los cambios no me cuestan,5,Me cuesta un momento pero me reajusto,4,Me descoloca bastante y necesito tiempo,2,Los cambios imprevistos me bloquean mucho,0,,
95,4,hiperfoco,1,Arrietty planifica cada expedición al mundo humano con una dedicación que su familia no comprende. ¿Tú cómo vives tus intereses?,Como Arrietty — me entrego completamente aunque nadie más lo entienda,5,Tengo intereses muy fuertes pero mantengo el equilibrio con lo demás,4,Me interesan varias cosas sin una que destaque especialmente,2,Voy descubriendo según lo que me va llegando,0,,
96,4,hiperfoco,1,Ponyo solo piensa en Sosuke desde que lo conoce. ¿Tú cómo vives tus obsesiones?,Como Ponyo — cuando algo me atrapa no puedo pensar en otra cosa,5,Me obsesiono bastante pero puedo seguir con mi vida,4,Me engancho a las cosas pero se me pasa con el tiempo,2,No suelo obsesionarme con nada en concreto,0,,
97,4,hiperfoco,1,Cuando hablas de algo que te apasiona profundamente...,Como Calcifer explicando sus poderes — podría hablar horas sin parar,5,Me emociono mucho pero sé cuándo parar,4,Comparto lo básico y espero que el otro pregunte más,2,Solo lo menciono si me preguntan directamente,0,,
98,4,regulacion_emocional,1,Howl se derrite dramáticamente cuando pierde un cabello. ¿Tú cómo reaccionas ante algo que te sale mal?,Como Howl — me desborda completamente y necesito tiempo para recomponerme,0,Me afecta bastante pero no monto un drama,2,Me frustra un momento y enseguida lo supero,4,Como Ashitaka — lo proceso con calma y busco qué hacer,5,,
99,4,regulacion_emocional,1,San ataca Ciudad del Hierro impulsada por la rabia. ¿Tú cómo gestionas la rabia?,Como San — actúo desde la rabia antes de pensar,0,Me enfado mucho pero me contengo antes de actuar,2,Me molesta pero lo proceso antes de responder,4,Raramente pierdo el control aunque me afecte por dentro,5,,
100,4,regulacion_emocional,1,Kiki pierde sus poderes cuando se derrumba emocionalmente. ¿Qué pasa contigo bajo presión emocional?,Me bloqueo completamente y no puedo funcionar,0,Me cuesta mucho pero sigo adelante a duras penas,2,Me afecta pero encuentro la manera de seguir,4,La presión emocional no me impide funcionar,5,,
101,4,sensorialidad,1,Satsuki y Mei perciben a Totoro y los Susuwataris cuando nadie más puede verlos. ¿Tú cómo percibes el entorno?,Como ellas — percibo detalles y sensaciones que otros no notan,5,Soy bastante sensible pero no me desborda,4,Lo normal no me fijo especialmente,2,Necesito estímulos fuertes para prestar atención,0,,
102,4,sensorialidad,1,El mundo espiritual de Chihiro está lleno de olores texturas y sonidos intensos. ¿Cómo te afectan los entornos muy cargados sensorialmente?,Me agobian mucho necesito salir o aislarme,5,Me cansan bastante pero puedo aguantar un rato,4,Me activan y me ponen alerta,2,No me afectan especialmente,0,,
103,4,sensorialidad,1,Nausicaä siente el ecosistema del Mar de la Podredumbre como parte de sí misma. ¿Tú cómo te relacionas con la naturaleza y el entorno?,Lo siento de forma muy intensa me afecta profundamente,5,Me gusta y me conecta pero sin ser extremo,4,Lo disfruto sin que me impacte especialmente,2,El entorno natural no me genera sensaciones especiales,0,,
104,4,comunicacion,1,El Baron se expresa con una elegancia y precisión extraordinarias. ¿Cómo te comunicas tú?,Como el Baron — cuido mucho las palabras y me expreso con precisión,5,Me expreso bien pero sin tanto detalle,4,Digo lo que necesito sin elaborar demasiado,2,Me cuesta encontrar las palabras para expresar lo que siento,0,,
105,4,comunicacion,1,Ashitaka escucha a todas las partes antes de hablar incluso cuando hay conflicto. ¿Tú cómo te comportas en una discusión?,Como Ashitaka — escucho a todos antes de dar mi opinión,5,Escucho pero me cuesta no interrumpir,4,Espero mi turno pero ya tengo la respuesta preparada,2,Me bloqueo en los conflictos y prefiero no participar,0,,
106,4,comunicacion,1,Chihiro aprende a pedir ayuda aunque al principio no sabe cómo hacerlo. ¿Tú cómo te sientes pidiendo ayuda?,Me resulta natural pedir ayuda cuando la necesito,5,Me cuesta un poco pero lo hago cuando es necesario,4,Prefiero resolverlo solo antes de pedir ayuda,2,Me cuesta mucho pedir ayuda aunque la necesite,0,,
107,4,aprendizaje,1,Arrietty aprende observando el mundo de los humanos con curiosidad constante. ¿Tú cómo aprendes mejor?,Observando y analizando antes de hacer nada,5,Combinando teoría y práctica a partes iguales,4,Lanzándome directamente y ajustando sobre la marcha,2,Como Ponyo — por imitación e impulso sin pensar demasiado,0,,
108,4,aprendizaje,1,Kiki aprende a ser bruja de forma completamente autodidacta. ¿Cómo te relacionas con el aprendizaje autónomo?,Me encanta aprender solo a mi ritmo y manera,5,Prefiero una mezcla de guía y autonomía,4,Aprendo mejor con alguien que me explique,2,Necesito instrucciones claras paso a paso,0,,
109,4,aprendizaje,1,Nausicaä comete errores pero extrae conclusiones de cada uno. ¿Tú cómo gestionas los errores?,Analizo cada error en detalle para entender qué falló,5,Aprendo lo más importante y sigo adelante,4,Lo proceso pero sin mucho análisis,2,Prefiero dejarlo atrás y confiar en la experiencia,0,,
110,4,sociabilidad,1,Chihiro llega sola a un mundo desconocido lleno de extraños. ¿Cómo te sientes en entornos sociales nuevos?,Me agobio mucho y necesito tiempo para adaptarme,0,Me cuesta al principio pero me voy soltando,2,Me adapto con relativa facilidad,4,Como Ponyo — me lanzo sin miedo desde el primer momento,5,,
111,4,sociabilidad,1,Porco Rosso elige vivir solo en su isla alejado de todos. ¿Tú cómo recargas energía?,Como Porco — necesito mucho tiempo a solas para recargar,0,Necesito mis momentos de soledad pero también disfruto la compañía,2,Me recargo tanto solo como acompañado,4,La compañía de otros me da energía la soledad me agota,5,,
112,4,sociabilidad,1,El Baron mantiene distancia amable con todos pero se vincula con muy pocos. ¿Cómo son tus vínculos?,Tengo pocos vínculos pero muy profundos,0,Tengo un círculo pequeño pero sólido,2,Tengo bastantes amistades de distintos niveles,4,Conecto fácil con todo el mundo y tengo muchos vínculos,5,,
113,4,propiocepcion,1,Arrietty se mueve con precisión milimétrica en un mundo enormemente más grande que ella. ¿Tú cómo vives tu cuerpo?,Tengo mucha conciencia de mi cuerpo y me muevo con precisión,5,Me desenvuelvo bien físicamente sin ser especial,4,A veces me choco o me descoloco sin saber por qué,2,Como Calcifer — mi cuerpo me da sorpresas constantemente,0,,
114,4,propiocepcion,1,Howl transforma su cuerpo constantemente pero parece desconectado de sus propias emociones físicas. ¿Tú notas las sensaciones de tu cuerpo — tensión hambre cansancio — con facilidad?,Sí — noto enseguida cualquier señal física,5,Las noto aunque a veces tardo un poco,4,A veces me pasan desapercibidas hasta que son intensas,2,Casi nunca las noto hasta que son muy evidentes,0,,
115,4,propiocepcion,1,San se mueve por el bosque con total libertad sin pensar en su cuerpo. ¿Tú cómo te sientes en espacios que requieren movimiento físico — correr trepar bailar?,Me siento muy cómodo mi cuerpo responde bien,5,Me desenvuelvo bastante bien sin ser excepcional,4,Me cuesta un poco no soy especialmente ágil,2,Me siento torpe e incómodo en esas situaciones,0,,
116,4,funcion_ejecutiva,1,Sophie llega al castillo de Howl y organiza el caos sin que nadie se lo pida. ¿Tú cómo te enfrentas a una situación desorganizada?,Como Sophie — me pongo a organizar enseguida con un plan claro,5,Lo ordeno pero necesito un momento para saber por dónde empezar,4,Me cuesta arrancar aunque vea que hay que hacer algo,2,El caos me bloquea y no sé por dónde empezar,0,,
117,4,funcion_ejecutiva,1,Howl evita constantemente los problemas en lugar de enfrentarlos. ¿Tú cómo gestionas las tareas difíciles?,Las afronto directamente aunque me cuesten,5,Las voy haciendo aunque las vaya postergando un poco,4,Las evito bastante hasta que no hay más remedio,2,Como Howl — las evito todo lo que puedo,0,,
118,4,funcion_ejecutiva,1,Kushana cambia de plan en mitad de la batalla sin perder el control. ¿Tú cómo reaccionas ante los cambios imprevistos?,Me adapto rápido sin que me afecte,5,Me cuesta un momento pero me reajusto,4,Me descoloca bastante y necesito tiempo,2,Los cambios imprevistos me bloquean mucho,0,,
119,5,hiperfoco,1,Hipo estudia a los dragones constantemente aunque todo su pueblo los tema. ¿Tú cómo te relacionas con tus intereses?,Como Hipo — me sumerjo completamente aunque nadie más lo entienda,5,Tengo intereses muy fuertes pero mantengo el equilibrio con lo demás,4,Me interesan varias cosas sin una que destaque especialmente,2,Voy descubriendo según lo que me va llegando,0,,
120,5,hiperfoco,1,Valka dedica 20 años enteros a vivir con dragones dejando todo lo demás atrás. ¿Tú cómo te relacionas con tus intereses más profundos?,Como Valka — cuando algo me apasiona puede consumir años de mi vida,5,Me apasiono bastante pero puedo seguir con mi vida,4,Me engancho a las cosas pero se me pasa con el tiempo,2,No suelo apasionarme con nada en concreto,0,,
121,5,hiperfoco,1,Patapez cita datos y estadísticas de dragones en cualquier situación. ¿Tú cómo hablas de lo que te apasiona?,Podría hablar horas sin parar aunque el otro pierda interés,5,Me emociono mucho pero sé cuándo parar,4,Comparto lo básico y espero que el otro pregunte más,2,Solo lo menciono si me preguntan directamente,0,,
122,5,regulacion_emocional,1,Mocoso explota de rabia cada vez que Hipo le supera. ¿Tú cómo reaccionas cuando algo te sale mal?,Como Mocoso — exploto al momento y necesito tiempo para calmarme,0,Me enfado bastante pero no monto un drama,2,Me frustra un momento y enseguida lo supero,4,Como Estoico — lo proceso con calma y busco qué hacer,5,,
123,5,regulacion_emocional,1,Hipo se derrumba cuando Estoico le destierra de la tribu. ¿Tú cómo gestionas el rechazo?,Me derrumba completamente y necesito mucho tiempo para reponerme,0,Me afecta mucho pero sigo funcionando,2,Me duele pero lo supero con relativa rapidez,4,El rechazo me afecta poco lo proceso con distancia,5,,
124,5,regulacion_emocional,1,Astrid entrena sin descanso incluso cuando está frustrada. ¿Tú cómo gestionas la frustración?,La frustración me bloquea completamente,0,Me cuesta mucho pero sigo adelante a duras penas,2,Me afecta pero encuentro la manera de seguir,4,La frustración me activa y me empuja a seguir,5,,
125,5,sensorialidad,1,Valka percibe a los dragones con una sensibilidad extraordinaria que nadie más tiene. ¿Tú cómo percibes el entorno?,Como Valka — percibo detalles y sensaciones que otros no notan,5,Soy bastante sensible pero no me desborda,4,Lo normal no me fijo especialmente,2,Necesito estímulos fuertes para prestar atención,0,,
126,5,sensorialidad,1,Hipo llega por primera vez al nido de dragones — ruido calor movimiento por todas partes. ¿Cómo te afectan los entornos muy cargados sensorialmente?,Me agobian mucho necesito salir o aislarme,5,Me cansan bastante pero puedo aguantar un rato,4,Me activan y me ponen alerta,2,No me afectan especialmente,0,,
127,5,sensorialidad,1,Desdentado percibe el entorno con todos sus sentidos antes de confiar en alguien. ¿Tú cómo procesas el entorno antes de actuar?,Lo analizo todo — sonidos olores texturas — antes de decidir,5,Me fijo bastante pero no de forma extrema,4,Proceso lo más evidente sin detenerme en detalles,2,Actúo directamente sin analizar el entorno,0,,
128,5,comunicacion,1,Bocón usa el humor para comunicarse en cualquier situación. ¿Tú cómo te expresas normalmente?,Con mucho detalle y precisión — me extiendo bastante,5,Me expreso bien pero voy al grano,4,Digo lo necesario sin elaborar demasiado,2,Como Desdentado — me comunico mejor sin palabras,0,,
129,5,comunicacion,1,Hipo aprende a comunicarse con Desdentado sin usar palabras. ¿Tú cómo te sientes expresando emociones?,Me resulta natural expresar lo que siento con palabras,5,Lo hago aunque me cueste un poco,4,Prefiero expresarme de forma no verbal — gestos acciones,2,Me cuesta mucho expresar lo que siento de cualquier forma,0,,
130,5,comunicacion,1,Astrid dice exactamente lo que piensa aunque incomode. ¿Tú cómo gestionas los mensajes difíciles?,Como Astrid — lo digo directamente aunque no guste,5,Lo digo pero busco el momento y las palabras adecuadas,4,Me lo guardo hasta que no puedo más,2,Prefiero no decirlo para evitar el conflicto,0,,
131,5,aprendizaje,1,Hipo aprende a entrenar dragones de forma completamente autodidacta y creativa. ¿Tú cómo aprendes mejor?,Investigando y experimentando por mi cuenta,5,Combinando teoría y práctica a partes iguales,4,Siguiendo las instrucciones de alguien con experiencia,2,Repitiendo hasta que sale sin pensar demasiado en el porqué,0,,
132,5,aprendizaje,1,Patapez estudia el libro de dragones en detalle antes de enfrentarse a uno. ¿Tú cómo te preparas ante algo nuevo?,Como Patapez — investigo y documento todo antes de actuar,5,Me informo lo suficiente y luego practico,4,Prefiero lanzarme y aprender sobre la marcha,2,Me lanzo directamente sin preparación previa,0,,
133,5,aprendizaje,1,Hipo falla muchas veces antes de conseguir volar con Desdentado. ¿Tú cómo gestionas los errores?,Analizo cada error en detalle para entender qué falló,5,Aprendo lo más importante y sigo adelante,4,Lo proceso pero sin mucho análisis,2,Prefiero dejarlo atrás y confiar en la experiencia,0,,
134,5,sociabilidad,1,Hipo llega al grupo de jinetes siendo el más diferente de todos. ¿Cómo te sientes en entornos sociales nuevos?,Me agobio mucho y necesito tiempo para adaptarme,0,Me cuesta al principio pero me voy soltando,2,Me adapto con relativa facilidad,4,Como Chusco — me lanzo sin miedo desde el primer momento,5,,
135,5,sociabilidad,1,Chusco y Brusca son inseparables aunque discutan constantemente. ¿Tú cómo recargas energía?,Solo necesito tiempo a solas para recargar,0,Necesito mis momentos de soledad pero también disfruto la compañía,2,Me recargo tanto solo como acompañado,4,La compañía de otros me da energía la soledad me agota,5,,
136,5,sociabilidad,1,Eret empieza como enemigo y acaba siendo un aliado leal. ¿Cómo son tus vínculos?,Tengo pocos vínculos pero muy profundos,0,Tengo un círculo pequeño pero sólido,2,Tengo bastantes amistades de distintos niveles,4,Conecto fácil con todo el mundo y tengo muchos vínculos,5,,
137,5,propiocepcion,1,Astrid controla su cuerpo con una precisión extraordinaria en combate. ¿Tú cómo vives tu cuerpo?,Tengo mucha conciencia de mi cuerpo y me muevo con precisión,5,Me desenvuelvo bien físicamente sin ser especial,4,A veces me choco o me descoloco sin saber por qué,2,Como Patapez — soy bastante torpe y mi cuerpo me da sorpresas,0,,
138,5,propiocepcion,1,Hipo aprende a volar con una prótesis adaptando su cuerpo a una nueva forma de moverse. ¿Tú cómo notas las señales de tu cuerpo?,Las noto enseguida — soy muy consciente de mis señales corporales,5,Las noto aunque a veces tardo un poco,4,A veces me pasan desapercibidas hasta que son intensas,2,Casi nunca las noto hasta que son muy evidentes,0,,
139,5,propiocepcion,1,Valka se mueve entre dragones con una agilidad y precisión extraordinarias. ¿Tú cómo te sientes en situaciones que requieren movimiento físico?,Me siento muy cómodo mi cuerpo responde bien,5,Me desenvuelvo bastante bien sin ser excepcional,4,Me cuesta un poco no soy especialmente ágil,2,Me siento torpe e incómodo en esas situaciones,0,,
140,5,funcion_ejecutiva,1,Hipo planifica cada detalle antes de acercarse a Desdentado por primera vez. ¿Tú cómo te enfrentas a una tarea nueva y difícil?,Como Hipo — analizo preparo y tengo un plan claro antes de actuar,5,Pienso en lo más importante y voy cubriendo el resto,4,Lo pienso un poco pero confío en improvisar,2,Me lanzo directamente sin plan y ya veremos,0,,
141,5,funcion_ejecutiva,1,Mocoso evita enfrentarse a los dragones hasta que no le queda más remedio. ¿Tú cómo gestionas las tareas difíciles?,Las afronto directamente aunque me cuesten,5,Las voy haciendo aunque las vaya postergando un poco,4,Las evito bastante hasta que no hay más remedio,2,Como Mocoso — las evito todo lo que puedo,0,,
142,5,funcion_ejecutiva,1,El plan de Hipo cambia completamente cuando Desdentado reacciona de forma inesperada. ¿Tú cómo reaccionas ante los cambios imprevistos?,Me adapto rápido sin que me afecte,5,Me cuesta un momento pero me reajusto,4,Me descoloca bastante y necesito tiempo,2,Los cambios imprevistos me bloquean mucho,0,,
143,6,hiperfoco,1,Milo Thatch lleva toda su vida obsesionado con la Atlántida aunque nadie le tome en serio. ¿Tú cómo te relacionas con tus intereses?,Como Milo — me sumerjo completamente aunque nadie más lo entienda,5,Tengo intereses muy fuertes pero mantengo el equilibrio con lo demás,4,Me interesan varias cosas sin una que destaque especialmente,2,Voy descubriendo según lo que me va llegando,0,,
144,6,hiperfoco,1,Edna Moda vive y respira diseño de trajes — es su mundo entero. ¿Tú cómo vives tus pasiones?,Como Edna — mi pasión lo ocupa casi todo y no lo cambiaría por nada,5,Me apasiono bastante pero puedo seguir con mi vida,4,Me engancho a las cosas pero se me pasa con el tiempo,2,No suelo apasionarme con nada en concreto,0,,
145,6,hiperfoco,1,Cuando hablas de algo que te apasiona profundamente...,Como Basile explicando un caso — podría hablar horas sin parar,5,Me emociono mucho pero sé cuándo parar,4,Comparto lo básico y espero que el otro pregunte más,2,Solo lo menciono si me preguntan directamente,0,,
146,6,regulacion_emocional,1,Bestia destruye su habitación cuando Belle le rechaza. ¿Tú cómo reaccionas cuando algo te sale muy mal?,Como Bestia — exploto al momento y necesito tiempo para calmarme,0,Me enfado bastante pero no monto un drama,2,Me frustra un momento y enseguida lo supero,4,Como Baymax — lo proceso con calma y busco qué hacer,5,,
147,6,regulacion_emocional,1,Lilo muerde a una compañera cuando se siente rechazada. ¿Tú cómo gestionas el rechazo?,Me derrumba completamente y reacciono de forma impulsiva,0,Me afecta mucho pero sigo funcionando,2,Me duele pero lo supero con relativa rapidez,4,El rechazo me afecta poco lo proceso con distancia,5,,
148,6,regulacion_emocional,1,Elsa congela el reino entero cuando sus emociones la desbordan. ¿Tú cómo gestionas la presión emocional?,Me desborda completamente y afecta todo lo que me rodea,0,Me cuesta mucho pero sigo adelante a duras penas,2,Me afecta pero encuentro la manera de seguir,4,La presión emocional raramente me impide funcionar,5,,
149,6,sensorialidad,1,Número 22 llega al mundo físico y todo la abruma — los colores los sonidos los sabores. ¿Tú cómo percibes el entorno?,Como Número 22 — percibo todo con una intensidad que otros no entienden,5,Soy bastante sensible pero no me desborda,4,Lo normal no me fijo especialmente,2,Necesito estímulos fuertes para prestar atención,0,,
150,6,sensorialidad,1,Edna Moda percibe cada textura y material con una sensibilidad extraordinaria. ¿Tú cómo te relacionas con las texturas sonidos y olores?,Los noto muchísimo — algunas me resultan insoportables y otras me encantan,5,Soy bastante sensible pero lo gestiono bien,4,No me fijo especialmente en esas cosas,2,Apenas noto las diferencias entre texturas y sonidos,0,,
151,6,sensorialidad,1,WALL-E colecciona objetos por sus texturas y formas especiales. ¿Tú cómo procesas el entorno físico?,Me fijo en detalles sensoriales que otros pasan por alto,5,Me fijo bastante aunque no de forma extrema,4,Proceso lo más evidente sin detenerme en detalles,2,Actúo directamente sin analizar el entorno,0,,
152,6,comunicacion,1,WALL-E se comunica casi sin palabras pero conecta profundamente con EVA. ¿Tú cómo te comunicas?,Con mucho detalle y precisión — me extiendo bastante,5,Me expreso bien pero voy al grano,4,Digo lo necesario sin elaborar demasiado,2,Como WALL-E — me comunico mejor sin palabras,0,,
153,6,comunicacion,1,Edna Moda domina cualquier conversación con precisión y contundencia. ¿Tú cómo te sientes expresando tus opiniones?,Me resulta natural expresar lo que pienso con claridad,5,Lo hago aunque me cueste un poco,4,Prefiero escuchar antes de opinar,2,Me cuesta mucho expresar lo que pienso,0,,
154,6,comunicacion,1,Dory habla sin filtro constantemente aunque a veces no recuerde qué estaba diciendo. ¿Tú cómo gestionas lo que quieres decir?,Lo suelto directamente sin pensarlo mucho,5,Soy directo pero me paro a pensar antes,4,Espero el momento adecuado para decirlo,2,Me cuesta mucho expresar lo que siento de cualquier forma,0,,
155,6,aprendizaje,1,Rapunzel aprende sola todo lo que sabe tras años encerrada en la torre. ¿Tú cómo aprendes mejor?,Investigando y experimentando por mi cuenta,5,Combinando teoría y práctica a partes iguales,4,Siguiendo las instrucciones de alguien con experiencia,2,Repitiendo hasta que sale sin pensar demasiado en el porqué,0,,
156,6,aprendizaje,1,Basile analiza cada detalle antes de sacar una conclusión. ¿Tú cómo te preparas ante algo nuevo?,Investigo y documento todo antes de actuar,5,Me informo lo suficiente y luego practico,4,Prefiero lanzarme y aprender sobre la marcha,2,Me lanzo directamente sin preparación previa,0,,
157,6,aprendizaje,1,Hiro Hamada convierte cada fracaso en un nuevo experimento. ¿Tú cómo gestionas los errores?,Analizo cada error en detalle para entender qué falló,5,Aprendo lo más importante y sigo adelante,4,Lo proceso pero sin mucho análisis,2,Prefiero dejarlo atrás y confiar en la experiencia,0,,
158,6,sociabilidad,1,Lilo llega a su clase y nadie quiere jugar con ella. ¿Cómo te sientes en entornos sociales nuevos?,Me agobio mucho y necesito tiempo para adaptarme,0,Me cuesta al principio pero me voy soltando,2,Me adapto con relativa facilidad,4,Como Dory — me lanzo sin miedo desde el primer momento,5,,
159,6,sociabilidad,1,Elsa se encierra en su castillo de hielo alejada de todos para protegerlos. ¿Tú cómo recargas energía?,Como Elsa — necesito mucho tiempo a solas para recargar,0,Necesito mis momentos de soledad pero también disfruto la compañía,2,Me recargo tanto solo como acompañado,4,La compañía de otros me da energía la soledad me agota,5,,
160,6,sociabilidad,1,Stitch empieza siendo un ser destructivo y acaba formando una familia real con Lilo. ¿Cómo son tus vínculos?,Tengo pocos vínculos pero muy profundos,0,Tengo un círculo pequeño pero sólido,2,Tengo bastantes amistades de distintos niveles,4,Conecto fácil con todo el mundo y tengo muchos vínculos,5,,
161,6,propiocepcion,1,Hércules rompe todo lo que toca sin poder controlarlo. ¿Tú cómo vives tu cuerpo?,Tengo mucha conciencia de mi cuerpo y me muevo con precisión,5,Me desenvuelvo bien físicamente sin ser especial,4,A veces me choco o me descoloco sin saber por qué,2,Como Hércules al principio — soy bastante torpe y mi cuerpo me da sorpresas,0,,
162,6,propiocepcion,1,Ariel pasa de aletas a piernas de repente y tiene que aprender a moverse de cero. ¿Tú cómo notas las señales de tu cuerpo?,Las noto enseguida — soy muy consciente de mis señales corporales,5,Las noto aunque a veces tardo un poco,4,A veces me pasan desapercibidas hasta que son intensas,2,Casi nunca las noto hasta que son muy evidentes,0,,
163,6,propiocepcion,1,Esmeralda baila y hace acrobacias con una precisión y gracia extraordinarias. ¿Tú cómo te sientes en situaciones que requieren movimiento físico?,Me siento muy cómodo mi cuerpo responde bien,5,Me desenvuelvo bastante bien sin ser excepcional,4,Me cuesta un poco no soy especialmente ágil,2,Me siento torpe e incómodo en esas situaciones,0,,
164,6,funcion_ejecutiva,1,Basile planifica cada detalle de sus investigaciones antes de actuar. ¿Tú cómo te enfrentas a una tarea nueva y difícil?,Como Basile — analizo preparo y tengo un plan claro antes de actuar,5,Pienso en lo más importante y voy cubriendo el resto,4,Lo pienso un poco pero confío en improvisar,2,Me lanzo directamente sin plan y ya veremos,0,,
165,6,funcion_ejecutiva,1,Forky huye constantemente de su nueva identidad porque le resulta abrumadora. ¿Tú cómo gestionas las tareas difíciles?,Las afronto directamente aunque me cuesten,5,Las voy haciendo aunque las vaya postergando un poco,4,Las evito bastante hasta que no hay más remedio,2,Como Forky — las evito todo lo que puedo,0,,
166,6,funcion_ejecutiva,1,Tiana reorganiza su vida entera cuando los planes cambian completamente. ¿Tú cómo reaccionas ante los cambios imprevistos?,Me adapto rápido sin que me afecte,5,Me cuesta un momento pero me reajusto,4,Me descoloca bastante y necesito tiempo,2,Los cambios imprevistos me bloquean mucho,0,,
